"","broadband","blogs","onlinenews","income","age","race","educ1","interest","age1","sex","pid"
"1110","Dial-Up",NA,NA,"(4,6]",71,"White","College",1,"(57,86]","Female","Independent"
"1111",NA,NA,NA,NA,67,"White","HS or Less",2,"(57,86]","Female","Repubican"
"1112",NA,NA,NA,NA,64,"White","HS or Less",1,"(57,86]","Male","Democrat"
"1113","Dial-Up",0,0,"(4,6]",33,"White","HS or Less",1,"[18,40]","Female","Repubican"
"1114","Dial-Up",NA,NA,"(6,8]",24,"White","Some College",1,"[18,40]","Male","Repubican"
"1115","High Speed",0,0,"(4,6]",69,"White","College",1,"(57,86]","Male","Repubican"
"1116","Dial-Up",NA,NA,"(4,6]",70,"White","College",1,"(57,86]","Female","Repubican"
"1117","Dial-Up",0,0.5,"(6,8]",60,"Non-Whte","College",1,"(57,86]","Male","Independent"
"1118","High Speed",NA,NA,"(6,8]",30,"White","College",3,"[18,40]","Male","Repubican"
"1119","Dial-Up",NA,NA,"(4,6]",54,"White","HS or Less",3,"(40,57]","Male","Repubican"
"1120","High Speed",0,0,"(6,8]",55,"White","College",3,"(40,57]","Male","Repubican"
"1121","Dial-Up",0,0,"(4,6]",26,"White","Some College",2,"[18,40]","Male","Independent"
"1122","Dial-Up",NA,NA,"(4,6]",56,"White","College",3,"(40,57]","Female","Democrat"
"1123",NA,NA,NA,"[1,4]",73,"White","HS or Less",1,"(57,86]","Male","Repubican"
"1124","High Speed",NA,NA,"(6,8]",42,"White","HS or Less",2,"(40,57]","Female","Repubican"
"1125",NA,NA,NA,"[1,4]",60,"White","HS or Less",3,"(57,86]","Male","Democrat"
"1126",NA,0,0.5,"[1,4]",29,"Non-Whte","HS or Less",2,"[18,40]","Female","Democrat"
"1127","High Speed",0,0,"(4,6]",43,"White","HS or Less",1,"(40,57]","Female","Democrat"
"1128",NA,NA,NA,"[1,4]",60,"Non-Whte","HS or Less",2,"(57,86]","Female","Democrat"
"1129",NA,NA,NA,"[1,4]",27,"Non-Whte","HS or Less",1,"[18,40]","Male","Repubican"
"1130","Dial-Up",NA,NA,"(4,6]",47,"White","Some College",1,"(40,57]","Male","Democrat"
"1131","Dial-Up",0,0,"[1,4]",25,"White","College",2,"[18,40]","Female","Independent"
"1132","Dial-Up",1,1,"(6,8]",55,"White","College",1,"(40,57]","Male","Democrat"
"1133","Dial-Up",NA,NA,"[1,4]",50,"White","Some College",1,"(40,57]","Male","Independent"
"1134",NA,NA,NA,"(4,6]",30,"Non-Whte","College",1,"[18,40]","Male","Independent"
"1135",NA,0,0,NA,31,"Non-Whte","HS or Less",3,"[18,40]","Female","Independent"
"1136",NA,NA,NA,NA,82,"White","Some College",1,"(57,86]","Female","Democrat"
"1137",NA,NA,NA,NA,58,"White","Some College",1,"(57,86]","Female","Repubican"
"1138","High Speed",0,0.5,"(6,8]",27,"White","College",1,"[18,40]","Male","Independent"
"1139",NA,NA,NA,"[1,4]",18,"Non-Whte","HS or Less",2,"[18,40]","Male","Independent"
"1140",NA,0,1,"[1,4]",29,"Non-Whte","HS or Less",1,"[18,40]","Male","Democrat"
"1141","High Speed",NA,NA,NA,57,"White","College",1,"(40,57]","Female","Repubican"
"1142","Dial-Up",0,0,"(6,8]",62,"White","HS or Less",2,"(57,86]","Male","Independent"
"1143","High Speed",0,0,"[1,4]",19,"White","HS or Less",2,"[18,40]","Male","Repubican"
"1144","High Speed",0,0,"(6,8]",54,"White","College",1,"(40,57]","Male","Independent"
"1145","Dial-Up",0,0,"(6,8]",38,"Non-Whte","College",1,"[18,40]","Male","Independent"
"1146",NA,NA,NA,NA,36,"White","Some College",1,"[18,40]","Female","Independent"
"1147","Dial-Up",0,0,"[1,4]",39,"Non-Whte","College",1,"[18,40]","Female","Democrat"
"1148","Dial-Up",0,0,NA,64,"White","Some College",1,"(57,86]","Female","Independent"
"1149","Dial-Up",0,0.5,"(4,6]",52,"White","College",1,"(40,57]","Female","Repubican"
"1150","High Speed",0,0,"[1,4]",49,"White","Some College",2,"(40,57]","Female","Democrat"
"1151",NA,NA,NA,"[1,4]",75,"White","College",1,"(57,86]","Male","Democrat"
"1152",NA,NA,NA,"[1,4]",60,"White","College",1,"(57,86]","Female","Repubican"
"1153",NA,NA,NA,NA,75,"White","Some College",2,"(57,86]","Female","Independent"
"1154",NA,NA,NA,"(4,6]",49,"White","HS or Less",3,"(40,57]","Female","Democrat"
"1155","Dial-Up",0,0,"[1,4]",37,"White","Some College",2,"[18,40]","Male","Democrat"
"1156",NA,NA,NA,"[1,4]",26,"White","HS or Less",2,"[18,40]","Male","Democrat"
"1157","High Speed",NA,NA,"(6,8]",35,"White","College",1,"[18,40]","Male","Independent"
"1158","Dial-Up",0,0,"[1,4]",30,"Non-Whte","Some College",1,"[18,40]","Male","Independent"
"1159",NA,NA,NA,NA,48,"Non-Whte","HS or Less",2,"(40,57]","Female","Independent"
"1160","Dial-Up",NA,NA,"[1,4]",44,"White","HS or Less",4,"(40,57]","Female","Independent"
"1161",NA,0,0,"(6,8]",73,"White","HS or Less",2,"(57,86]","Female","Independent"
"1162","High Speed",0,0,"[1,4]",18,"Non-Whte","HS or Less",3,"[18,40]","Male","Democrat"
"1163",NA,NA,NA,"(4,6]",33,"Non-Whte","Some College",1,"[18,40]","Male","Repubican"
"1164",NA,NA,NA,"[1,4]",NA,"Non-Whte","Some College",1,NA,"Male","Independent"
"1165","High Speed",NA,NA,"[1,4]",27,"White","College",1,"[18,40]","Female","Democrat"
"1166",NA,NA,NA,NA,40,"White","HS or Less",2,"[18,40]","Female","Repubican"
"1167","High Speed",0,0,NA,69,"White","College",1,"(57,86]","Female","Independent"
"1168","High Speed",NA,NA,"[1,4]",23,"White","College",1,"[18,40]","Female","Repubican"
"1169","High Speed",1,1,"(6,8]",72,"White","Some College",2,"(57,86]","Male","Independent"
"1170",NA,NA,NA,"[1,4]",75,"White","College",1,"(57,86]","Male","Repubican"
"1171","Dial-Up",0,1,"(4,6]",NA,"Non-Whte","College",1,NA,"Female","Democrat"
"1172",NA,NA,NA,"[1,4]",29,"White","HS or Less",4,"[18,40]","Male","Independent"
"1173",NA,NA,NA,"[1,4]",60,"White","HS or Less",3,"(57,86]","Female","Independent"
"1174",NA,NA,NA,"[1,4]",70,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1175",NA,NA,NA,"[1,4]",93,"White","Some College",2,NA,"Female","Independent"
"1176",NA,NA,NA,NA,65,"White","HS or Less",4,"(57,86]","Female","Independent"
"1177",NA,NA,NA,"[1,4]",81,"White","HS or Less",NA,"(57,86]","Female","Democrat"
"1178",NA,NA,NA,"[1,4]",28,"White","HS or Less",2,"[18,40]","Female","Democrat"
"1179",NA,NA,NA,"[1,4]",65,"White","Some College",1,"(57,86]","Male","Democrat"
"1180",NA,NA,NA,"[1,4]",61,"White","HS or Less",1,"(57,86]","Male","Democrat"
"1181",NA,NA,NA,"[1,4]",82,"Non-Whte","College",1,"(57,86]","Female","Democrat"
"1182","High Speed",0,0,"(6,8]",28,"Non-Whte","College",1,"[18,40]","Female","Repubican"
"1183","Dial-Up",NA,NA,NA,40,"Non-Whte","College",2,"[18,40]","Female","Independent"
"1184",NA,NA,NA,"[1,4]",54,"Non-Whte","College",2,"(40,57]","Male","Independent"
"1185",NA,NA,NA,"[1,4]",29,"Non-Whte","HS or Less",2,"[18,40]","Female","Independent"
"1186",NA,NA,NA,"[1,4]",38,"White","Some College",1,"[18,40]","Female","Democrat"
"1187",NA,NA,NA,"(4,6]",40,"Non-Whte","College",2,"[18,40]","Female","Independent"
"1188","Dial-Up",NA,NA,"[1,4]",36,"White","Some College",1,"[18,40]","Male","Independent"
"1189","High Speed",0,0.5,"(4,6]",34,"White","College",1,"[18,40]","Female","Democrat"
"1190","High Speed",NA,NA,"(6,8]",46,"White","College",2,"(40,57]","Male","Repubican"
"1191","Dial-Up",0,0,"[1,4]",24,"White","HS or Less",2,"[18,40]","Male","Repubican"
"1192",NA,NA,NA,"[1,4]",38,"White","Some College",NA,"[18,40]","Female","Independent"
"1193",NA,NA,NA,"[1,4]",80,"White","HS or Less",1,"(57,86]","Male","Democrat"
"1194",NA,NA,NA,NA,63,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1195","Dial-Up",0,0,"[1,4]",42,"White","HS or Less",2,"(40,57]","Female","Repubican"
"1196",NA,NA,NA,"[1,4]",68,"White","Some College",2,"(57,86]","Female","Democrat"
"1197",NA,NA,NA,"(6,8]",85,"White","College",1,"(57,86]","Female","Democrat"
"1198",NA,NA,NA,"(4,6]",27,"White","HS or Less",2,"[18,40]","Female","Repubican"
"1199","Dial-Up",NA,NA,"[1,4]",23,"White","HS or Less",2,"[18,40]","Male","Independent"
"1200","High Speed",NA,NA,"[1,4]",18,"White","HS or Less",3,"[18,40]","Male","Repubican"
"1201",NA,NA,NA,"(6,8]",57,"Non-Whte","Some College",1,"(40,57]","Male","Independent"
"1202",NA,NA,NA,"[1,4]",84,"White","HS or Less",1,"(57,86]","Female","Independent"
"1203",NA,NA,NA,"[1,4]",25,"Non-Whte","HS or Less",1,"[18,40]","Male","Independent"
"1204","Dial-Up",NA,NA,"(6,8]",42,"White","Some College",1,"(40,57]","Female","Repubican"
"1205","Dial-Up",NA,NA,"[1,4]",78,"White","College",1,"(57,86]","Male","Repubican"
"1206",NA,NA,NA,NA,75,"White","Some College",1,"(57,86]","Female","Repubican"
"1207",NA,NA,NA,"(6,8]",35,"Non-Whte","Some College",4,"[18,40]","Male","Independent"
"1208",NA,NA,NA,NA,42,"Non-Whte","HS or Less",2,"(40,57]","Male","Independent"
"1209",NA,NA,NA,"(4,6]",51,"White","HS or Less",1,"(40,57]","Female","Democrat"
"1210","Dial-Up",0,0,"(6,8]",52,"White","College",2,"(40,57]","Male","Democrat"
"1211","High Speed",NA,NA,"(6,8]",50,"Non-Whte","College",1,"(40,57]","Female","Democrat"
"1212",NA,NA,NA,NA,30,"Non-Whte","HS or Less",4,"[18,40]","Male","Independent"
"1213","High Speed",0,0,"(6,8]",40,"Non-Whte","Some College",2,"[18,40]","Female","Independent"
"1214","High Speed",NA,NA,"(4,6]",34,"White","HS or Less",3,"[18,40]","Female","Democrat"
"1215","Dial-Up",NA,NA,"[1,4]",43,"White","Some College",1,"(40,57]","Female","Repubican"
"1216","High Speed",NA,NA,NA,58,"White","College",1,"(57,86]","Female","Repubican"
"1217",NA,NA,NA,"(6,8]",46,"White","HS or Less",1,"(40,57]","Male","Independent"
"1218","High Speed",NA,NA,"(4,6]",39,"White","College",2,"[18,40]","Female","Repubican"
"1219","High Speed",0,0,"(6,8]",43,"White","College",1,"(40,57]","Male","Independent"
"1220","High Speed",NA,NA,NA,80,"White","College",1,"(57,86]","Male","Repubican"
"1221",NA,NA,NA,"(6,8]",41,"White","Some College",1,"(40,57]","Female","Democrat"
"1222",NA,NA,NA,"[1,4]",85,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1223",NA,NA,NA,"(6,8]",67,"White","College",1,"(57,86]","Female","Repubican"
"1224",NA,NA,NA,NA,22,"Non-Whte","Some College",1,"[18,40]","Male","Democrat"
"1225",NA,NA,NA,"[1,4]",34,"White","HS or Less",3,"[18,40]","Female","Independent"
"1226","High Speed",0,0,"(6,8]",35,"White","HS or Less",3,"[18,40]","Male","Repubican"
"1227",NA,NA,NA,"(6,8]",68,"White","HS or Less",1,"(57,86]","Male","Independent"
"1228",NA,NA,NA,"[1,4]",68,"White","College",1,"(57,86]","Male","Democrat"
"1229","High Speed",NA,NA,"(6,8]",38,"White","College",1,"[18,40]","Male","Repubican"
"1230",NA,NA,NA,"[1,4]",32,"White","College",1,"[18,40]","Female","Democrat"
"1231","High Speed",0,0,"(6,8]",57,"Non-Whte","College",1,"(40,57]","Male","Independent"
"1232","High Speed",1,0.5,"(6,8]",39,"White","College",1,"[18,40]","Male","Independent"
"1233",NA,NA,NA,"[1,4]",43,"Non-Whte","College",1,"(40,57]","Female","Repubican"
"1234","High Speed",0,0,"(6,8]",57,"White","Some College",2,"(40,57]","Male","Independent"
"1235","High Speed",0,0,"(6,8]",42,"White","Some College",2,"(40,57]","Male","Independent"
"1236","High Speed",0,0,"(6,8]",50,"Non-Whte","College",1,"(40,57]","Male","Democrat"
"1237","High Speed",NA,NA,"(6,8]",37,"White","College",2,"[18,40]","Female","Democrat"
"1238",NA,NA,NA,"[1,4]",65,"White","HS or Less",2,"(57,86]","Male","Repubican"
"1239","Dial-Up",NA,NA,"(4,6]",56,"White","Some College",2,"(40,57]","Female","Democrat"
"1240",NA,NA,NA,"(4,6]",28,"White","Some College",1,"[18,40]","Female","Independent"
"1241","Dial-Up",0,0,NA,53,"White","College",1,"(40,57]","Male","Repubican"
"1242",NA,NA,NA,"[1,4]",78,"White","HS or Less",2,"(57,86]","Female","Democrat"
"1243","Dial-Up",0,0,"[1,4]",26,"White","Some College",2,"[18,40]","Female","Repubican"
"1244","High Speed",NA,NA,"[1,4]",42,"White","College",1,"(40,57]","Female","Independent"
"1245",NA,NA,NA,NA,NA,"White",NA,1,NA,"Female","Repubican"
"1246",NA,0,0,NA,54,"White","Some College",1,"(40,57]","Male","Democrat"
"1247","Dial-Up",0,0,"[1,4]",68,"White","College",1,"(57,86]","Male","Repubican"
"1248","Dial-Up",NA,NA,NA,64,"White","College",1,"(57,86]","Female","Democrat"
"1249","High Speed",0,0,"(6,8]",67,"White","College",1,"(57,86]","Male","Repubican"
"1250","High Speed",1,1,NA,18,"Non-Whte","HS or Less",1,"[18,40]","Male","Democrat"
"1251","High Speed",NA,NA,"(6,8]",73,"White","College",1,"(57,86]","Male","Democrat"
"1252",NA,NA,NA,"(4,6]",58,"White","HS or Less",1,"(57,86]","Male","Independent"
"1253",NA,NA,NA,"(6,8]",45,"White","College",1,"(40,57]","Male","Repubican"
"1254","Dial-Up",NA,NA,"(4,6]",38,"White","Some College",1,"[18,40]","Male","Repubican"
"1255",NA,NA,NA,"(6,8]",54,"White","Some College",2,"(40,57]","Male","Independent"
"1256",NA,NA,NA,"[1,4]",67,"White","Some College",1,"(57,86]","Female","Repubican"
"1257",NA,0,0,NA,57,"White","College",1,"(40,57]","Male","Democrat"
"1258",NA,NA,NA,"[1,4]",79,"White","HS or Less",3,"(57,86]","Female","Democrat"
"1259","High Speed",0,0,NA,50,"White","College",1,"(40,57]","Male","Independent"
"1260",NA,NA,NA,"[1,4]",57,"White","HS or Less",2,"(40,57]","Female","Repubican"
"1261","Dial-Up",NA,NA,"[1,4]",34,"Non-Whte","Some College",3,"[18,40]","Female","Democrat"
"1262","High Speed",NA,NA,"[1,4]",30,"Non-Whte","College",2,"[18,40]","Male","Democrat"
"1263","High Speed",NA,NA,"(6,8]",20,"White","Some College",1,"[18,40]","Male","Repubican"
"1264",NA,NA,NA,"[1,4]",71,"White","HS or Less",3,"(57,86]","Male","Independent"
"1265","Dial-Up",0,0,NA,41,"White","College",1,"(40,57]","Female","Repubican"
"1266","Dial-Up",NA,NA,"(6,8]",38,"White","College",1,"[18,40]","Male","Repubican"
"1267",NA,NA,NA,"(6,8]",42,"White","College",4,"(40,57]","Male","Independent"
"1268",NA,NA,NA,NA,67,"White","HS or Less",4,"(57,86]","Male","Independent"
"1269",NA,NA,NA,NA,70,"White","HS or Less",1,"(57,86]","Female","Repubican"
"1270",NA,NA,NA,"[1,4]",24,"Non-Whte","Some College",2,"[18,40]","Female","Independent"
"1271","High Speed",0.5,1,"[1,4]",26,"White","College",1,"[18,40]","Male","Democrat"
"1272","Dial-Up",NA,NA,"(6,8]",54,"White","College",1,"(40,57]","Female","Repubican"
"1273","High Speed",0,0.5,"(6,8]",66,"White","College",1,"(57,86]","Female","Repubican"
"1274","High Speed",0,0,"[1,4]",43,"Non-Whte","HS or Less",3,"(40,57]","Female","Independent"
"1275","High Speed",0,0,"(6,8]",34,"White","HS or Less",1,"[18,40]","Male","Independent"
"1276",NA,0,0,"[1,4]",18,"Non-Whte","HS or Less",3,"[18,40]","Female","Independent"
"1277","Dial-Up",NA,NA,"(6,8]",55,"White","Some College",1,"(40,57]","Female","Repubican"
"1278","High Speed",NA,NA,"[1,4]",43,"Non-Whte","College",2,"(40,57]","Female","Democrat"
"1279","High Speed",0.5,0.5,"(4,6]",18,"White","Some College",1,"[18,40]","Male","Independent"
"1280",NA,NA,NA,"(6,8]",73,"White","College",1,"(57,86]","Female","Democrat"
"1281",NA,NA,NA,"[1,4]",69,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1282",NA,NA,NA,"[1,4]",71,"Non-Whte","HS or Less",2,"(57,86]","Male","Independent"
"1283",NA,NA,NA,NA,24,"Non-Whte","HS or Less",2,"[18,40]","Female","Independent"
"1284","High Speed",0,0,"(4,6]",57,"White","College",1,"(40,57]","Male","Independent"
"1285",NA,NA,NA,"[1,4]",22,"White","HS or Less",3,"[18,40]","Female","Independent"
"1286","Dial-Up",NA,NA,"(6,8]",39,"Non-Whte","HS or Less",3,"[18,40]","Female","Repubican"
"1287",NA,NA,NA,NA,58,"Non-Whte","HS or Less",1,"(57,86]","Male","Democrat"
"1288",NA,NA,NA,"[1,4]",64,"Non-Whte","Some College",2,"(57,86]","Male","Democrat"
"1289",NA,NA,NA,"[1,4]",53,"White","HS or Less",2,"(40,57]","Female","Democrat"
"1290",NA,NA,NA,"(4,6]",28,"White","HS or Less",4,"[18,40]","Female","Repubican"
"1291","High Speed",NA,NA,"(4,6]",28,"White","College",3,"[18,40]","Female","Independent"
"1292",NA,NA,NA,"[1,4]",82,"White","Some College",1,"(57,86]","Male","Independent"
"1293",NA,NA,NA,"(6,8]",32,"White","College",1,"[18,40]","Male","Independent"
"1294","High Speed",0,0,"[1,4]",27,"White","Some College",2,"[18,40]","Male","Independent"
"1295",NA,NA,NA,"[1,4]",79,"White","HS or Less",1,"(57,86]","Male","Democrat"
"1296",NA,NA,NA,"[1,4]",51,"White","HS or Less",3,"(40,57]","Female","Independent"
"1297",NA,NA,NA,"[1,4]",40,"White","HS or Less",2,"[18,40]","Male","Independent"
"1298","High Speed",0.5,1,"[1,4]",20,"White","Some College",1,"[18,40]","Female","Democrat"
"1299","High Speed",0,1,"[1,4]",58,"White","College",1,"(57,86]","Male","Repubican"
"1300","Dial-Up",0,0,"(6,8]",34,"White","Some College",1,"[18,40]","Male","Repubican"
"1301",NA,NA,NA,"(4,6]",28,"Non-Whte","HS or Less",2,"[18,40]","Female","Repubican"
"1302",NA,NA,NA,"[1,4]",36,"Non-Whte","HS or Less",2,"[18,40]","Male","Independent"
"1303","High Speed",0,0,"(4,6]",31,"White","Some College",1,"[18,40]","Male","Repubican"
"1304","High Speed",NA,NA,"(6,8]",57,"White","College",1,"(40,57]","Male","Independent"
"1305","Dial-Up",NA,NA,"(4,6]",78,"White","Some College",2,"(57,86]","Female","Independent"
"1306","Dial-Up",NA,NA,NA,81,"White","College",1,"(57,86]","Male","Independent"
"1307","High Speed",NA,NA,"(6,8]",33,"White","College",1,"[18,40]","Male","Democrat"
"1308",NA,NA,NA,NA,48,"Non-Whte","HS or Less",3,"(40,57]","Female","Independent"
"1309","High Speed",0,0,"(6,8]",43,"White","College",1,"(40,57]","Male","Democrat"
"1310","Dial-Up",NA,NA,"(6,8]",78,"White","College",1,"(57,86]","Male","Independent"
"1311",NA,NA,NA,"[1,4]",58,"White","HS or Less",1,"(57,86]","Female","Repubican"
"1312",NA,NA,NA,NA,23,"Non-Whte","HS or Less",3,"[18,40]","Male","Independent"
"1313","High Speed",NA,NA,"(6,8]",28,"White","College",1,"[18,40]","Male","Repubican"
"1314","Dial-Up",0,0,"[1,4]",81,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1315","High Speed",0.5,0,"(6,8]",57,"White","College",1,"(40,57]","Male","Independent"
"1316",NA,NA,NA,"[1,4]",86,"White","Some College",1,"(57,86]","Male","Democrat"
"1317","High Speed",0,0,"[1,4]",24,"White","HS or Less",1,"[18,40]","Male","Independent"
"1318","Dial-Up",0,0,"(4,6]",45,"White","Some College",1,"(40,57]","Male","Independent"
"1319","Dial-Up",NA,NA,"(6,8]",52,"White","College",1,"(40,57]","Female","Independent"
"1320","High Speed",NA,NA,"[1,4]",37,"White","College",1,"[18,40]","Male","Democrat"
"1321","High Speed",0,0.5,"(6,8]",36,"White","College",2,"[18,40]","Female","Repubican"
"1322","High Speed",NA,NA,"(6,8]",65,"White","College",1,"(57,86]","Male","Repubican"
"1323","High Speed",NA,NA,"(6,8]",35,"White","College",2,"[18,40]","Female","Democrat"
"1324",NA,NA,NA,"(4,6]",33,"White","HS or Less",4,"[18,40]","Male","Independent"
"1325",NA,NA,NA,"[1,4]",45,"Non-Whte","HS or Less",4,"(40,57]","Female","Independent"
"1326",NA,NA,NA,NA,70,"White","HS or Less",2,"(57,86]","Female","Democrat"
"1327",NA,NA,NA,"[1,4]",52,"Non-Whte","HS or Less",1,"(40,57]","Female","Democrat"
"1328","High Speed",NA,NA,"(6,8]",30,"Non-Whte","College",1,"[18,40]","Male","Independent"
"1329","Dial-Up",0,0,"(4,6]",48,"Non-Whte","College",2,"(40,57]","Male","Democrat"
"1330",NA,NA,NA,"[1,4]",46,"White","HS or Less",1,"(40,57]","Female","Democrat"
"1331",NA,NA,NA,"(4,6]",72,"White","Some College",1,"(57,86]","Female","Repubican"
"1332",NA,NA,NA,"(6,8]",45,"White","College",1,"(40,57]","Female","Repubican"
"1333","High Speed",0,0,"(6,8]",61,"White","College",1,"(57,86]","Male","Repubican"
"1334","High Speed",0,0,"(4,6]",60,"White","HS or Less",2,"(57,86]","Female","Repubican"
"1335",NA,NA,NA,"(6,8]",65,"White","College",1,"(57,86]","Male","Democrat"
"1336",NA,NA,NA,"[1,4]",64,"White","HS or Less",2,"(57,86]","Female","Democrat"
"1337","High Speed",NA,NA,"(6,8]",80,"Non-Whte","College",1,"(57,86]","Male","Democrat"
"1338","High Speed",NA,NA,"(4,6]",23,"White","College",1,"[18,40]","Male","Repubican"
"1339",NA,NA,NA,NA,65,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1340","Dial-Up",NA,NA,"(4,6]",37,"White","Some College",2,"[18,40]","Female","Repubican"
"1341",NA,NA,NA,"[1,4]",50,"White","College",4,"(40,57]","Male","Independent"
"1342",NA,NA,NA,"[1,4]",76,"White","HS or Less",1,"(57,86]","Female","Repubican"
"1343",NA,NA,NA,"(6,8]",28,"White","Some College",4,"[18,40]","Male","Repubican"
"1344",NA,NA,NA,NA,NA,"Non-Whte","HS or Less",NA,NA,"Male","Independent"
"1345","High Speed",0,0.5,"(4,6]",40,"White","College",1,"[18,40]","Female","Democrat"
"1346",NA,NA,NA,"[1,4]",46,"White","College",2,"(40,57]","Female","Independent"
"1347",NA,NA,NA,"[1,4]",50,"White","HS or Less",2,"(40,57]","Female","Independent"
"1348","High Speed",NA,NA,"[1,4]",63,"White","HS or Less",3,"(57,86]","Female","Democrat"
"1349",NA,NA,NA,NA,45,"White","HS or Less",1,"(40,57]","Male","Democrat"
"1350",NA,NA,NA,"[1,4]",47,"White","Some College",2,"(40,57]","Female","Democrat"
"1351",NA,0,0,"(6,8]",52,"White","College",1,"(40,57]","Female","Independent"
"1352","High Speed",NA,NA,"(4,6]",18,"White","Some College",2,"[18,40]","Male","Democrat"
"1353",NA,NA,NA,NA,19,"White","Some College",2,"[18,40]","Female","Independent"
"1354","High Speed",NA,NA,"(6,8]",57,"White","Some College",1,"(40,57]","Male","Repubican"
"1355","Dial-Up",NA,NA,"[1,4]",41,"Non-Whte","College",1,"(40,57]","Male","Independent"
"1356","High Speed",NA,NA,"(6,8]",30,"White","College",1,"[18,40]","Female","Democrat"
"1357","Dial-Up",0,0,NA,55,"Non-Whte","College",1,"(40,57]","Female","Independent"
"1358","Dial-Up",NA,NA,"(4,6]",58,"Non-Whte","HS or Less",1,"(57,86]","Female","Democrat"
"1359",NA,NA,NA,NA,73,"Non-Whte","HS or Less",2,"(57,86]","Female","Democrat"
"1360",NA,NA,NA,NA,72,"White","HS or Less",1,"(57,86]","Female","Repubican"
"1361",NA,NA,NA,"(6,8]",81,"White","College",1,"(57,86]","Male","Repubican"
"1362",NA,NA,NA,"[1,4]",82,"White","HS or Less",4,"(57,86]","Female","Democrat"
"1363","Dial-Up",0,0,"(4,6]",57,"White","College",1,"(40,57]","Male","Repubican"
"1364","High Speed",NA,NA,"[1,4]",46,"White","Some College",3,"(40,57]","Female","Repubican"
"1365","High Speed",NA,NA,"(4,6]",54,"White","College",1,"(40,57]","Female","Democrat"
"1366","High Speed",NA,NA,"(6,8]",43,"White","College",1,"(40,57]","Female","Repubican"
"1367","Dial-Up",NA,NA,"(4,6]",62,"White","College",2,"(57,86]","Male","Democrat"
"1368",NA,0,0,"[1,4]",28,"White","Some College",2,"[18,40]","Male","Independent"
